Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:49:43,2022-05-10 19:49:54,11.263s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Title_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:49:54,2022-05-10 19:49:54,0.427s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Logo_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:49:54,2022-05-10 19:49:55,0.410s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:49:55,2022-05-10 19:49:55,0.493s,PASSED
delay(1),Chrome 101.0.4951.54,,,2022-05-10 19:49:55,2022-05-10 19:49:56,1.015s,PASSED
takeFullPageScreenshot(),Chrome 101.0.4951.54,,,2022-05-10 19:49:56,2022-05-10 19:49:57,0.523s,PASSED
"verifyElementText(findTestObject(""4. Payment/a_Header_Details""), ""Akulaku"")",Chrome 101.0.4951.54,,,2022-05-10 19:49:57,2022-05-10 19:49:57,0.408s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_ATMBankTransfer/Desc_AllBank""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:49:57,2022-05-10 19:49:58,0.410s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 19:49:58,2022-05-10 19:49:58,0.472s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:49:58,2022-05-10 19:49:59,0.406s,PASSED
"total1 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:49:59,2022-05-10 19:49:59,0.408s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:49:59,2022-05-10 19:49:59,0.408s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:49:59,2022-05-10 19:49:59,0.001s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 19:49:59,2022-05-10 19:50:00,0.424s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 19:50:00,2022-05-10 19:50:00,0.409s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 19:50:00,2022-05-10 19:50:01,0.407s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:01,2022-05-10 19:50:01,0.456s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step1_Akulaku""), ""Click Pay Now, then you will be directed to the Akulaku Payment Center page."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:01,2022-05-10 19:50:02,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step2_Akulaku""), ""Select the desired installment tenor."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:02,2022-05-10 19:50:02,0.408s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step3_Akulaku""), ""Login to your Akulaku account."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:02,2022-05-10 19:50:02,0.406s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step4_Akulaku""), ""Enter the verification code (OTP) that has been sent to your mobile number, then click Next."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:02,2022-05-10 19:50:03,0.407s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step5_Akulaku""), ""Confirm and finish your payment."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:03,2022-05-10 19:50:03,0.407s,PASSED
"click(findTestObject(""4. Payment/Payment_eWallet/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:03,2022-05-10 19:50:04,0.469s,PASSED
"setText(findTestObject(""4. Payment/Payment_Akulaku/Field_Phone_Akulaku""), findTestData(""Akulaku_PhoneNumber"").getValue(2, 1))",Chrome 101.0.4951.54,,,2022-05-10 19:50:04,2022-05-10 19:50:05,1.687s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Next""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:05,2022-05-10 19:50:06,0.429s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Verify_RefNo""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:06,2022-05-10 19:50:06,0.436s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Pay""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:06,2022-05-10 19:50:07,0.413s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Trx_Pending""), ""Transaction is Pending"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:07,2022-05-10 19:50:07,0.337s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_ThisPage""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:07,2022-05-10 19:50:07,0.396s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Verify_PaymentCode""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:07,2022-05-10 19:50:08,0.331s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Submit""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:08,2022-05-10 19:50:08,0.426s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Trx_Success""), ""Transaction is Successful"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:08,2022-05-10 19:50:08,0.326s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 19:50:08,2022-05-10 19:50:09,0.681s,PASSED
,,,,,,,
Test Cases/SmallProject1_Version2/TC82_UserInputInvalidCode_Akulaku_WithDP,Chrome 101.0.4951.54,,,2022-05-10 19:50:09,2022-05-10 19:50:34,24.892s,PASSED
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:09,2022-05-10 19:50:21,11.278s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Title_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:21,2022-05-10 19:50:21,0.457s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Logo_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:21,2022-05-10 19:50:21,0.406s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:21,2022-05-10 19:50:22,0.472s,PASSED
"verifyElementText(findTestObject(""4. Payment/a_Header_Details""), ""Akulaku"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:22,2022-05-10 19:50:22,0.409s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_ATMBankTransfer/Desc_AllBank""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:22,2022-05-10 19:50:23,0.412s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:23,2022-05-10 19:50:23,0.455s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:23,2022-05-10 19:50:24,0.406s,PASSED
"total1 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:24,2022-05-10 19:50:24,0.408s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:24,2022-05-10 19:50:24,0.409s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:24,2022-05-10 19:50:24,0.002s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 19:50:24,2022-05-10 19:50:25,0.411s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 19:50:25,2022-05-10 19:50:25,0.411s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 19:50:25,2022-05-10 19:50:26,0.409s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:26,2022-05-10 19:50:26,0.456s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step1_Akulaku""), ""Click Pay Now, then you will be directed to the Akulaku Payment Center page."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:26,2022-05-10 19:50:27,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step2_Akulaku""), ""Select the desired installment tenor."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:27,2022-05-10 19:50:27,0.411s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step3_Akulaku""), ""Login to your Akulaku account."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:27,2022-05-10 19:50:27,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step4_Akulaku""), ""Enter the verification code (OTP) that has been sent to your mobile number, then click Next."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:27,2022-05-10 19:50:28,0.408s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step5_Akulaku""), ""Confirm and finish your payment."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:28,2022-05-10 19:50:28,0.411s,PASSED
"click(findTestObject(""4. Payment/Payment_eWallet/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:28,2022-05-10 19:50:29,0.473s,PASSED
"setText(findTestObject(""4. Payment/Payment_Akulaku/Field_Phone_Akulaku""), findTestData(""Akulaku_PhoneNumber"").getValue(2, 1))",Chrome 101.0.4951.54,,,2022-05-10 19:50:29,2022-05-10 19:50:30,1.295s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Next""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:30,2022-05-10 19:50:30,0.427s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Verify_RefNo""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:30,2022-05-10 19:50:31,0.322s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Pay""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:31,2022-05-10 19:50:31,0.411s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Trx_Pending""), ""Transaction is Pending"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:31,2022-05-10 19:50:31,0.323s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_ThisPage""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:31,2022-05-10 19:50:32,0.377s,PASSED
"setText(findTestObject(""4. Payment/Payment_Akulaku/Verify_PaymentCode""), ""12ab"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:32,2022-05-10 19:50:32,0.667s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Submit""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:32,2022-05-10 19:50:33,0.411s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Trx_Failed""), ""Transaction Not Found"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:33,2022-05-10 19:50:33,0.442s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 19:50:33,2022-05-10 19:50:34,0.660s,PASSED
,,,,,,,
Test Cases/SmallProject1_Version2/TC84_UserInputInvalidPhone_Akulaku_WithDP,Chrome 101.0.4951.54,,,2022-05-10 19:50:34,2022-05-10 19:50:57,22.621s,PASSED
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:34,2022-05-10 19:50:46,11.403s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Title_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:46,2022-05-10 19:50:46,0.403s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Logo_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:46,2022-05-10 19:50:46,0.437s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:46,2022-05-10 19:50:47,0.490s,PASSED
"verifyElementText(findTestObject(""4. Payment/a_Header_Details""), ""Akulaku"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:47,2022-05-10 19:50:47,0.406s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_ATMBankTransfer/Desc_AllBank""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:47,2022-05-10 19:50:48,0.408s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:48,2022-05-10 19:50:48,0.453s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:48,2022-05-10 19:50:49,0.425s,PASSED
"total1 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:49,2022-05-10 19:50:49,0.406s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:49,2022-05-10 19:50:49,0.408s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:49,2022-05-10 19:50:49,0.001s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 19:50:49,2022-05-10 19:50:50,0.408s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 19:50:50,2022-05-10 19:50:50,0.406s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 19:50:50,2022-05-10 19:50:51,0.409s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:51,2022-05-10 19:50:51,0.455s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step1_Akulaku""), ""Click Pay Now, then you will be directed to the Akulaku Payment Center page."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:51,2022-05-10 19:50:52,0.408s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step2_Akulaku""), ""Select the desired installment tenor."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:52,2022-05-10 19:50:52,0.405s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step3_Akulaku""), ""Login to your Akulaku account."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:52,2022-05-10 19:50:52,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step4_Akulaku""), ""Enter the verification code (OTP) that has been sent to your mobile number, then click Next."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:52,2022-05-10 19:50:53,0.408s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step5_Akulaku""), ""Confirm and finish your payment."")",Chrome 101.0.4951.54,,,2022-05-10 19:50:53,2022-05-10 19:50:53,0.408s,PASSED
"click(findTestObject(""4. Payment/Payment_eWallet/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:53,2022-05-10 19:50:54,0.470s,PASSED
"setText(findTestObject(""4. Payment/Payment_Akulaku/Field_Phone_Akulaku""), ""081555555555"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:54,2022-05-10 19:50:55,1.573s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Next""))",Chrome 101.0.4951.54,,,2022-05-10 19:50:55,2022-05-10 19:50:56,0.419s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Trx_Failed""), ""Phone Number Invalid, please use 08122222222 or 08133333333"")",Chrome 101.0.4951.54,,,2022-05-10 19:50:56,2022-05-10 19:50:56,0.329s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 19:50:56,2022-05-10 19:50:57,0.668s,PASSED
,,,,,,,
Test Cases/SmallProject1_Version2/TC88_VerifyButton_BackToMerchantWeb_Akulaku,Chrome 101.0.4951.54,,,2022-05-10 19:50:57,2022-05-10 19:51:24,27.139s,FAILED
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:50:57,2022-05-10 19:51:08,11.014s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Title_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:08,2022-05-10 19:51:08,0.407s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Logo_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:08,2022-05-10 19:51:09,0.407s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Akulaku""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:09,2022-05-10 19:51:09,0.488s,PASSED
"verifyElementText(findTestObject(""4. Payment/a_Header_Details""), ""Akulaku"")",Chrome 101.0.4951.54,,,2022-05-10 19:51:09,2022-05-10 19:51:10,0.421s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_ATMBankTransfer/Desc_AllBank""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:51:10,2022-05-10 19:51:10,0.407s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:10,2022-05-10 19:51:10,0.458s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:51:10,2022-05-10 19:51:11,0.423s,PASSED
"total1 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:51:11,2022-05-10 19:51:11,0.409s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 19:51:11,2022-05-10 19:51:12,0.408s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 19:51:12,2022-05-10 19:51:12,0.001s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 19:51:12,2022-05-10 19:51:12,0.406s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 19:51:12,2022-05-10 19:51:13,0.409s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 19:51:13,2022-05-10 19:51:13,0.414s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:13,2022-05-10 19:51:13,0.453s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step1_Akulaku""), ""Click Pay Now, then you will be directed to the Akulaku Payment Center page."")",Chrome 101.0.4951.54,,,2022-05-10 19:51:13,2022-05-10 19:51:14,0.404s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step2_Akulaku""), ""Select the desired installment tenor."")",Chrome 101.0.4951.54,,,2022-05-10 19:51:14,2022-05-10 19:51:14,0.406s,PASSED
